,bug,dark,dragon,electric,fairy,fight,fire,flying,ghost,grass,ground,ice,normal,poison,psychic,rock,steel,water,classfication,height_m,name,attack,pokedex_number,type1,type2,weight_kg,generation,is_legendary,image
384,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Wish Pokémon,0.3,Jirachi,100,385,steel,psychic,1.1,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/385.png
385,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,DNA Pokémon,1.7,Deoxys,95,386,psychic,psychic,60.8,3,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png
386,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Tiny Leaf Pokémon,0.4,Turtwig,68,387,grass,grass,10.2,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png
387,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Grove Pokémon,1.1,Grotle,89,388,grass,grass,97.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png
388,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,Continent Pokémon,2.2,Torterra,109,389,grass,ground,310.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png
389,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Chimp Pokémon,0.5,Chimchar,58,390,fire,fire,6.2,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png
390,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Playful Pokémon,0.9,Monferno,78,391,fire,fighting,22.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png
391,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,Flame Pokémon,1.2,Infernape,104,392,fire,fighting,55.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png
392,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Penguin Pokémon,0.4,Piplup,51,393,water,water,5.2,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png
393,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Penguin Pokémon,0.8,Prinplup,66,394,water,water,23.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png
394,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,Emperor Pokémon,1.7,Empoleon,86,395,water,steel,84.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png
395,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Starling Pokémon,0.3,Starly,55,396,normal,flying,2.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png
396,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Starling Pokémon,0.6,Staravia,75,397,normal,flying,15.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png
397,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Predator Pokémon,1.2,Staraptor,120,398,normal,flying,24.9,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png
398,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Plump Mouse Pokémon,0.5,Bidoof,45,399,normal,normal,20.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png
399,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Beaver Pokémon,1.0,Bibarel,85,400,normal,water,31.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png
400,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Cricket Pokémon,0.3,Kricketot,25,401,bug,bug,2.2,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png
401,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Cricket Pokémon,1.0,Kricketune,85,402,bug,bug,25.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png
402,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Flash Pokémon,0.5,Shinx,65,403,electric,electric,9.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png
403,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Spark Pokémon,0.9,Luxio,85,404,electric,electric,30.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png
404,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Gleam Eyes Pokémon,1.4,Luxray,120,405,electric,electric,42.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png
405,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Bud Pokémon,0.2,Budew,30,406,grass,poison,1.2,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png
406,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,Bouquet Pokémon,0.9,Roserade,70,407,grass,poison,14.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png
407,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Head Butt Pokémon,0.9,Cranidos,125,408,rock,rock,31.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png
408,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Head Butt Pokémon,1.6,Rampardos,165,409,rock,rock,102.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png
409,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Shield Pokémon,0.5,Shieldon,42,410,rock,steel,57.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/410.png
410,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Shield Pokémon,1.3,Bastiodon,52,411,rock,steel,149.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/411.png
411,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,Bagworm Pokémon,0.2,Burmy,29,412,bug,bug,3.4,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png
412,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,Bagworm Pokémon,0.5,Wormadam,69,413,bug,grass,6.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png
413,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Moth Pokémon,0.9,Mothim,94,414,bug,flying,23.3,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/414.png
414,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Tiny Bee Pokémon,0.3,Combee,30,415,bug,flying,5.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/415.png
415,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Beehive Pokémon,1.2,Vespiquen,80,416,bug,flying,38.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/416.png
416,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,EleSquirrel Pokémon,0.4,Pachirisu,45,417,electric,electric,3.9,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/417.png
417,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Sea Weasel Pokémon,0.7,Buizel,65,418,water,water,29.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/418.png
418,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Sea Weasel Pokémon,1.1,Floatzel,105,419,water,water,33.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/419.png
419,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Cherry Pokémon,0.4,Cherubi,35,420,grass,grass,3.3,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/420.png
420,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Blossom Pokémon,0.5,Cherrim,60,421,grass,grass,9.3,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/421.png
421,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Sea Slug Pokémon,0.3,Shellos,48,422,water,water,6.3,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/422.png
422,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,Sea Slug Pokémon,0.9,Gastrodon,83,423,water,ground,29.9,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/423.png
423,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Long Tail Pokémon,1.2,Ambipom,100,424,normal,normal,20.3,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/424.png
424,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,Balloon Pokémon,0.4,Drifloon,50,425,ghost,flying,1.2,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/425.png
425,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,Blimp Pokémon,1.2,Drifblim,80,426,ghost,flying,15.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/426.png
426,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Rabbit Pokémon,0.4,Buneary,66,427,normal,normal,5.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/427.png
427,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Rabbit Pokémon,1.2,Lopunny,136,428,normal,normal,33.3,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/428.png
428,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Magical Pokémon,0.9,Mismagius,60,429,ghost,ghost,4.4,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/429.png
429,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,Big Boss Pokémon,0.9,Honchkrow,125,430,dark,flying,27.3,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/430.png
430,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Catty Pokémon,0.5,Glameow,55,431,normal,normal,3.9,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/431.png
431,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Tiger Cat Pokémon,1.0,Purugly,82,432,normal,normal,43.8,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/432.png
432,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Bell Pokémon,0.2,Chingling,30,433,psychic,psychic,0.6,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/433.png
433,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,Skunk Pokémon,0.4,Stunky,63,434,poison,dark,19.2,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/434.png
434,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,Skunk Pokémon,1.0,Skuntank,93,435,poison,dark,38.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/435.png
435,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Bronze Pokémon,0.5,Bronzor,24,436,steel,psychic,60.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/436.png
436,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,Bronze Bell Pokémon,1.3,Bronzong,89,437,steel,psychic,187.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/437.png
437,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,Bonsai Pokémon,0.5,Bonsly,80,438,rock,rock,15.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/438.png
438,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,Mime Pokémon,0.6,Mime Jr.,25,439,psychic,fairy,13.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/439.png
439,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Playhouse Pokémon,0.6,Happiny,5,440,normal,normal,24.4,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/440.png
440,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,Music Note Pokémon,0.5,Chatot,65,441,normal,flying,1.9,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/441.png
441,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,Forbidden Pokémon,1.0,Spiritomb,92,442,ghost,dark,108.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/442.png
442,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Land Shark Pokémon,0.7,Gible,70,443,dragon,ground,20.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/443.png
443,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Cave Pokémon,1.4,Gabite,90,444,dragon,ground,56.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/444.png
444,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,Mach Pokémon,1.9,Garchomp,170,445,dragon,ground,95.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/445.png
445,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Big Eater Pokémon,0.6,Munchlax,85,446,normal,normal,105.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/446.png
446,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,Emanation Pokémon,0.7,Riolu,70,447,fighting,fighting,20.2,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/447.png
447,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,Aura Pokémon,1.2,Lucario,145,448,fighting,steel,54.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/448.png
448,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Hippo Pokémon,0.8,Hippopotas,72,449,ground,ground,49.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/449.png
449,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,Heavyweight Pokémon,2.0,Hippowdon,112,450,ground,ground,300.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/450.png
450,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,Scorpion Pokémon,0.8,Skorupi,50,451,poison,bug,12.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/451.png
451,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,Ogre Scorp Pokémon,1.3,Drapion,90,452,poison,dark,61.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/452.png
452,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,Toxic Mouth Pokémon,0.7,Croagunk,61,453,poison,fighting,23.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/453.png
453,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,Toxic Mouth Pokémon,1.3,Toxicroak,106,454,poison,fighting,44.4,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/454.png
454,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Bug Catcher Pokémon,1.4,Carnivine,100,455,grass,grass,27.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/455.png
455,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Wing Fish Pokémon,0.4,Finneon,49,456,water,water,7.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/456.png
456,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,Neon Pokémon,1.2,Lumineon,69,457,water,water,24.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/457.png
457,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,Kite Pokémon,1.0,Mantyke,20,458,water,flying,65.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/458.png
458,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,Frosted Tree Pokémon,1.0,Snover,62,459,grass,ice,50.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/459.png
459,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,Frosted Tree Pokémon,2.2,Abomasnow,132,460,grass,ice,135.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/460.png
460,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,Sharp Claw Pokémon,1.1,Weavile,120,461,dark,ice,34.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/461.png
461,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,Magnet Area Pokémon,1.2,Magnezone,70,462,electric,steel,180.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/462.png
462,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Licking Pokémon,1.7,Lickilicky,85,463,normal,normal,140.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/463.png
463,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,Drill Pokémon,2.4,Rhyperior,140,464,ground,rock,282.8,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/464.png
464,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Vine Pokémon,2.0,Tangrowth,100,465,grass,grass,128.6,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/465.png
465,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,Thunderbolt Pokémon,1.8,Electivire,123,466,electric,electric,138.6,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/466.png
466,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,Blast Pokémon,1.6,Magmortar,95,467,fire,fire,68.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/467.png
467,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,Jubilee Pokémon,1.5,Togekiss,50,468,fairy,flying,38.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/468.png
468,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,Ogre Darner Pokémon,1.9,Yanmega,76,469,bug,flying,51.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/469.png
469,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,Verdant Pokémon,1.0,Leafeon,110,470,grass,grass,25.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/470.png
470,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,Fresh Snow Pokémon,0.8,Glaceon,60,471,ice,ice,25.9,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/471.png
471,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,Fang Scorp Pokémon,2.0,Gliscor,95,472,ground,flying,42.5,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/472.png
472,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,Twin Tusk Pokémon,2.5,Mamoswine,130,473,ice,ground,291.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/473.png
473,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Virtual Pokémon,0.9,Porygon-Z,80,474,normal,normal,34.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/474.png
474,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,Blade Pokémon,1.6,Gallade,165,475,psychic,fighting,52.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/475.png
475,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,Compass Pokémon,1.4,Probopass,55,476,rock,steel,340.0,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/476.png
476,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,Gripper Pokémon,2.2,Dusknoir,100,477,ghost,ghost,106.6,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/477.png
477,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,Snow Land Pokémon,1.3,Froslass,80,478,ice,ghost,26.6,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/478.png
478,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,Plasma Pokémon,0.3,Rotom,65,479,electric,ghost,0.3,4,0,https://assets.pokemon.com/assets/cms2/img/pokedex/full/479.png
479,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Knowledge Pokémon,0.3,Uxie,75,480,psychic,psychic,0.3,4,1,https://assets.pokemon.com/assets/cms2/img/pokedex/full/480.png
